City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ambilobe,MG,2021-10-12 10:15:45,-13.2,49.05,90.39,39,84,3.87
295,Solwezi,ZM,2021-10-12 10:15:46,-12.1688,26.3894,84.88,26,100,7.16
296,Caravelas,BR,2021-10-12 10:15:46,-17.7125,-39.2481,71.38,95,100,3.65
297,Thompson,CA,2021-10-12 10:15:46,55.7435,-97.8558,42.96,100,90,3.44
298,Nuuk,GL,2021-10-12 10:15:47,64.1835,-51.7216,34.41,86,20,1.14
299,Seddon,AU,2021-10-12 10:15:47,-37.8068,144.8916,61.66,67,75,2.3
300,Taft,IR,2021-10-12 10:15:47,31.7471,54.2088,73.35,12,0,2.3
301,La Asuncion,VE,2021-10-12 10:15:48,11.0333,-63.8628,79.21,89,19,11.14
302,Pokrovsk,UA,2021-10-12 10:15:48,48.282,37.1758,62.49,50,96,9.4
303,Urusha,RU,2021-10-12 10:15:49,54.05,122.9,41.16,76,100,1.32
304,Hami,CN,2021-10-12 10:15:49,42.8,93.45,57.47,24,21,0.58
305,Binga,ZW,2021-10-12 10:15:49,-17.6203,27.3414,81.36,39,0,7.61
306,Gizo,SB,2021-10-12 10:15:50,-8.103,156.8419,83.03,71,80,4.56
307,Acapulco,MX,2021-10-12 10:14:41,16.8634,-99.8901,79.59,86,64,5.91
308,Asau,RO,2021-10-12 10:15:50,46.4333,26.4,51.96,64,100,2.13
309,Nemuro,JP,2021-10-12 10:15:50,43.3236,145.575,55.18,72,3,11.43
310,Margate,GB,2021-10-12 10:15:51,51.3813,1.3862,56.7,78,100,4.0
311,San Rafael,AR,2021-10-12 10:15:51,-34.6177,-68.3301,58.32,57,70,5.91
312,Luoyang,CN,2021-10-12 10:15:51,34.6836,112.4536,60.01,59,2,7.23
313,Naze,JP,2021-10-12 10:15:52,28.3667,129.4833,77.92,87,100,18.68
314,Gediz,TR,2021-10-12 10:15:52,39.0417,29.41,73.85,29,73,19.37
315,Binzhou,CN,2021-10-12 10:15:53,37.3667,118.0167,58.06,59,0,7.54
316,Mar Del Plata,AR,2021-10-12 10:15:53,-38.0023,-57.5575,60.1,64,90,1.99
317,College,US,2021-10-12 10:13:19,64.8569,-147.8028,31.95,74,20,8.05
318,Kushmurun,KZ,2021-10-12 10:15:53,52.4503,64.6311,55.87,48,95,14.81
319,Bocaiuva,BR,2021-10-12 10:15:54,-17.1078,-43.815,67.71,85,81,9.73
320,Saskylakh,RU,2021-10-12 10:12:14,71.9167,114.0833,24.49,95,100,8.95
321,Bandarbeyla,SO,2021-10-12 10:15:54,9.4942,50.8122,91.17,48,100,16.98
322,San Nicolas,PH,2021-10-12 10:15:55,18.1725,120.5953,82.31,74,75,12.66
323,Vicuna,CL,2021-10-12 10:11:40,-30.0319,-70.7081,47.93,57,99,1.39
324,Viedma,AR,2021-10-12 10:15:55,-40.8135,-62.9967,57.2,69,94,8.05
325,Hobyo,SO,2021-10-12 10:15:56,5.3505,48.5268,83.52,66,47,22.77
326,Goderich,CA,2021-10-12 10:15:55,43.7501,-81.7165,66.9,72,100,12.66
327,Eyemouth,GB,2021-10-12 10:15:56,55.8713,-2.0901,51.84,89,100,1.99
328,Georgetown,MY,2021-10-12 10:15:10,5.4112,100.3354,91.33,58,47,5.75
329,Pangoa,PE,2021-10-12 10:15:57,-12.1167,-73.0,65.89,98,64,3.58
330,Virginia Beach,US,2021-10-12 10:11:28,36.8529,-75.978,69.03,95,100,13.65
331,Penzance,GB,2021-10-12 10:15:57,50.1186,-5.5371,59.07,82,20,13.8
332,Makat,KZ,2021-10-12 10:15:57,47.6469,53.3463,64.8,26,91,15.17
333,Maceio,BR,2021-10-12 10:15:58,-9.6658,-35.7353,80.04,89,40,6.91
334,Dawson Creek,CA,2021-10-12 10:15:58,55.7666,-120.2362,31.64,69,1,16.11
335,Ushtobe,KZ,2021-10-12 10:15:59,45.2514,77.9838,46.62,49,83,11.74
336,Ferrol,ES,2021-10-12 10:15:59,43.4832,-8.2369,66.45,84,0,4.14
337,Jumla,NP,2021-10-12 10:15:59,29.2747,82.1838,69.26,47,96,6.42
338,Baykit,RU,2021-10-12 10:16:00,61.67,96.37,25.9,63,100,2.71
339,San Andres,CO,2021-10-12 10:16:00,12.5847,-81.7006,78.82,89,40,3.44
340,Bud,US,2021-10-12 10:16:00,39.447,-86.1758,65.55,87,2,8.1
341,Bengkulu,ID,2021-10-12 10:16:01,-3.8004,102.2655,79.32,87,93,4.34
342,Derzhavinsk,KZ,2021-10-12 10:16:01,51.1,66.3167,49.77,46,33,17.56
343,Laela,TZ,2021-10-12 10:16:02,-8.5667,32.05,83.68,26,82,5.66
344,Payo,ID,2021-10-12 10:16:02,-3.7508,103.6372,84.58,65,89,2.53
345,Rantauprapat,ID,2021-10-12 10:16:03,2.1,99.8333,85.19,71,100,3.69
346,Cockburn Town,TC,2021-10-12 10:16:03,21.4612,-71.1419,82.92,77,100,17.07
347,Mafra,BR,2021-10-12 10:16:04,-26.1114,-49.8053,60.93,99,98,1.59
348,Pyaozerskiy,RU,2021-10-12 10:16:04,65.8333,31.1667,41.67,95,100,10.18
349,Dryden,CA,2021-10-12 10:16:04,49.7833,-92.7503,44.89,100,1,4.61
350,Garowe,SO,2021-10-12 10:16:05,8.4054,48.4845,88.57,41,100,15.95
351,Esil,KZ,2021-10-12 10:16:05,51.9556,66.4042,51.78,49,83,17.83
352,Vardo,NO,2021-10-12 10:16:05,70.3705,31.1107,43.0,93,75,11.5
353,Sibolga,ID,2021-10-12 10:16:06,1.7427,98.7792,82.87,71,94,2.68
354,Poltavka,RU,2021-10-12 10:16:06,54.3663,71.7632,39.18,91,100,11.3
355,Keuruu,FI,2021-10-12 10:16:07,62.2667,24.7,48.94,76,98,3.42
356,Pontes E Lacerda,BR,2021-10-12 10:16:07,-15.2261,-59.3353,74.07,94,57,0.92
357,Turukhansk,RU,2021-10-12 10:16:07,65.8167,87.9833,28.04,70,96,5.73
358,Mehamn,NO,2021-10-12 10:16:08,71.0357,27.8492,42.98,87,75,14.97
359,Necochea,AR,2021-10-12 10:15:26,-38.5473,-58.7368,56.03,96,4,7.54
360,Porto Novo,BJ,2021-10-12 10:16:08,6.4965,2.6036,84.02,62,76,4.88
361,Canton,CN,2021-10-12 10:12:15,23.1167,113.25,75.15,61,95,21.56
362,Katima Mulilo,NA,2021-10-12 10:16:09,-17.5,24.2667,89.82,18,0,9.24
363,Tessalit,ML,2021-10-12 10:16:09,20.1986,1.0114,96.71,7,36,10.0
364,Kysyl-Syr,RU,2021-10-12 10:16:09,63.8986,122.7617,23.13,91,100,8.72
365,Puerto Del Rosario,ES,2021-10-12 10:16:10,28.5004,-13.8627,74.95,60,40,11.5
366,Nizhniy Kuranakh,RU,2021-10-12 10:16:10,58.8353,125.4869,23.86,66,0,7.92
367,Bethanien,NA,2021-10-12 10:16:10,-26.502,17.1583,97.63,7,66,10.87
368,Teguldet,RU,2021-10-12 10:16:11,57.3064,88.1667,32.95,45,31,3.13
369,Nouadhibou,MR,2021-10-12 10:16:11,20.931,-17.0347,73.38,73,2,17.27
370,Kalianget,ID,2021-10-12 10:16:11,-7.05,113.9333,85.17,58,64,14.18
371,Biak,ID,2021-10-12 10:16:12,-0.9131,122.8766,78.98,82,44,4.54
372,Cabo San Lucas,MX,2021-10-12 10:16:12,22.8909,-109.9124,79.61,78,96,3.96
373,Mineral Wells,US,2021-10-12 10:16:12,32.8085,-98.1128,68.4,72,20,8.05
374,Vila Velha,BR,2021-10-12 10:12:55,-20.3297,-40.2925,67.95,94,75,0.0
375,Vostok,RU,2021-10-12 10:16:13,46.4856,135.8833,38.8,63,0,3.47
376,Wanning,CN,2021-10-12 10:16:13,18.8003,110.3967,75.78,76,95,18.88
377,Canutama,BR,2021-10-12 10:16:14,-6.5339,-64.3831,72.16,96,84,3.47
378,Enterprise,US,2021-10-12 10:16:14,36.0252,-115.2419,50.23,44,90,11.01
379,Barranca,PE,2021-10-12 10:16:14,-10.75,-77.7667,61.5,90,99,7.11
380,Gat,IL,2021-10-12 10:16:15,31.61,34.7642,86.68,39,92,5.23
381,North Bend,US,2021-10-12 10:16:15,43.4065,-124.2243,43.86,99,90,8.05
382,Greenwood,US,2021-10-12 10:16:15,34.1668,-82.1165,62.96,48,90,0.0
383,Guiyang,CN,2021-10-12 10:16:16,26.5833,106.7167,55.89,88,90,4.47
384,Panzhihua,CN,2021-10-12 10:16:16,26.5851,101.7128,78.33,70,19,0.85
385,Deputatskiy,RU,2021-10-12 10:12:17,69.3,139.9,20.57,97,100,1.41
386,Kruisfontein,ZA,2021-10-12 10:16:17,-34.0033,24.7314,72.88,32,84,12.03
387,Nelson Bay,AU,2021-10-12 10:16:17,-32.7167,152.15,60.01,96,100,1.99
388,Plouzane,FR,2021-10-12 10:16:17,48.3833,-4.6167,57.38,85,40,3.44
389,Isabela,PH,2021-10-12 10:16:18,6.7085,121.9711,82.45,82,85,7.27
390,Saldanha,ZA,2021-10-12 10:16:18,-33.0117,17.9442,78.85,69,100,15.05
391,Tchibanga,GA,2021-10-12 10:16:18,-2.85,11.0333,82.54,74,90,2.3
392,Kijang,KR,2021-10-12 10:16:19,35.2442,129.2139,67.73,72,99,20.56
393,Paita,PE,2021-10-12 10:16:19,-5.0892,-81.1144,65.08,87,100,12.82
394,Lasa,IT,2021-10-12 10:16:19,46.6166,10.7002,50.88,43,100,4.0
395,Chokurdakh,RU,2021-10-12 10:16:20,70.6333,147.9167,15.89,85,100,8.32
396,Isangel,VU,2021-10-12 10:16:20,-19.55,169.2667,74.01,79,100,6.13
397,Codrington,AU,2021-10-12 10:16:20,-38.2667,141.9667,53.49,75,85,10.74
398,Meadow Lake,US,2021-10-12 10:16:21,34.8014,-106.5436,59.29,40,0,30.31
399,Gravdal,NO,2021-10-12 10:16:21,68.1214,13.5031,44.49,65,40,6.91
400,Chara,RU,2021-10-12 10:16:21,56.9064,118.2631,29.05,86,100,5.35
401,Beloha,MG,2021-10-12 10:16:22,-25.1667,45.05,82.15,32,17,14.09
402,Bubaque,GW,2021-10-12 10:16:22,11.2833,-15.8333,82.18,74,98,1.79
403,Lodja,CD,2021-10-12 10:16:22,-3.4833,23.4333,89.94,47,98,1.23
404,Maxixe,MZ,2021-10-12 10:16:23,-23.8597,35.3472,78.06,44,1,9.15
405,Shimoda,JP,2021-10-12 10:16:23,34.6667,138.95,66.11,88,79,18.68
406,Lufilufi,WS,2021-10-12 10:16:23,-13.8745,-171.5986,73.18,73,27,13.8
407,Provideniya,RU,2021-10-12 10:16:24,64.3833,-173.3,29.97,91,100,8.68
408,Ziro,IN,2021-10-12 10:16:24,27.6333,93.8333,72.34,62,12,3.18
409,San Buenaventura,MX,2021-10-12 10:16:25,27.0833,-101.5333,74.26,60,57,3.02
410,Egvekinot,RU,2021-10-12 10:16:25,66.3167,-179.1667,16.0,85,100,10.16
411,Sehithwa,BW,2021-10-12 10:16:25,-20.4667,22.7167,87.15,23,0,9.24
412,Zemio,CF,2021-10-12 10:16:26,5.0314,25.1361,79.47,69,100,8.5
413,Ponta Delgada,PT,2021-10-12 10:16:26,37.7333,-25.6667,72.32,83,20,3.44
414,Sakakah,SA,2021-10-12 10:16:26,29.9697,40.2064,98.17,10,38,3.2
415,Rafai,CF,2021-10-12 10:16:27,4.95,23.9167,83.12,63,90,6.15
416,Saint-Joseph,RE,2021-10-12 10:16:27,-21.3667,55.6167,75.58,85,71,2.8
417,Havre-Saint-Pierre,CA,2021-10-12 10:16:27,50.2334,-63.5986,53.96,94,75,6.91
418,Yuzhnyy-Kospashskiy,RU,2021-10-12 10:16:28,58.9695,57.7548,50.95,75,96,6.85
419,Klaksvik,FO,2021-10-12 10:16:28,62.2266,-6.589,41.92,63,52,4.76
420,Vestmannaeyjar,IS,2021-10-12 10:16:28,63.4427,-20.2734,47.39,87,90,20.71
421,Marawi,PH,2021-10-12 10:16:29,7.9986,124.2928,75.65,84,74,7.0
422,Harper,LR,2021-10-12 10:16:29,4.375,-7.7169,77.61,90,100,6.13
423,Nishihara,JP,2021-10-12 10:16:30,26.1842,127.7558,79.88,89,75,10.36
424,Cabra,ES,2021-10-12 10:16:30,37.4725,-4.4421,73.18,45,92,2.59
425,Tiquicheo,MX,2021-10-12 10:16:30,18.8833,-100.7333,71.33,92,20,1.86
426,Sari,IR,2021-10-12 10:16:31,36.5633,53.0601,72.99,49,20,9.22
427,Haines Junction,CA,2021-10-12 10:16:32,60.7522,-137.5108,31.95,100,100,2.3
428,Suleja,NG,2021-10-12 10:16:32,9.1758,7.1808,86.83,59,99,1.99
429,Severo-Kurilsk,RU,2021-10-12 10:16:32,50.6789,156.125,44.15,79,59,24.81
430,Yantzaza,EC,2021-10-12 10:16:33,-3.8278,-78.7594,64.42,98,80,0.83
431,Whitehorse,CA,2021-10-12 10:15:56,60.7161,-135.0538,34.57,90,90,18.99
432,Belle Fourche,US,2021-10-12 10:16:33,44.6714,-103.8522,44.11,58,100,12.33
433,Xian,CN,2021-10-12 10:11:45,34.2583,108.9286,60.24,64,40,2.89
434,Bengbu,CN,2021-10-12 10:16:34,32.9408,117.3608,62.1,60,8,9.31
435,Moree,AU,2021-10-12 10:16:34,-29.4667,149.85,62.62,94,75,8.05
436,Saint-Pierre,RE,2021-10-12 10:16:34,-21.3393,55.4781,76.68,85,90,4.61
437,Voznesenskoye,RU,2021-10-12 10:16:35,54.89,42.7569,56.28,39,48,9.53
438,Hueyapan,MX,2021-10-12 10:16:35,18.8667,-98.6667,54.07,90,6,3.85
439,Dikson,RU,2021-10-12 10:16:35,73.5069,80.5464,31.44,77,91,12.41
440,Salinas,US,2021-10-12 10:14:56,36.6777,-121.6555,57.97,67,1,4.61
441,Fairbanks,US,2021-10-12 10:16:36,64.8378,-147.7164,31.96,74,1,3.44
442,Santa Ines,BR,2021-10-12 10:16:36,-3.6667,-45.38,77.0,82,39,3.87
443,Carnot,CF,2021-10-12 10:16:37,4.9409,15.8665,85.6,59,85,3.96
444,Bonthe,SL,2021-10-12 10:16:37,7.5264,-12.505,82.74,74,64,2.62
445,Lata,PT,2021-10-12 10:16:37,40.1629,-8.3327,77.49,40,7,4.65
446,Roald,NO,2021-10-12 10:16:38,62.5833,6.1333,48.34,71,75,8.05
447,Arlit,NE,2021-10-12 10:16:38,18.7369,7.3853,97.52,6,19,3.67
448,Maniitsoq,GL,2021-10-12 10:16:38,65.4167,-52.9,36.45,72,100,4.16
449,Kedrovyy,RU,2021-10-12 10:16:39,56.1667,91.8167,28.81,69,100,4.94
450,Concarneau,FR,2021-10-12 10:16:39,47.875,-3.9225,58.05,66,57,5.35
451,Santa Cruz,BO,2021-10-12 10:16:40,-17.8,-63.1667,69.85,88,75,3.44
452,Puri,IN,2021-10-12 10:16:40,19.8,85.85,93.72,70,76,3.85
453,Ballina,AU,2021-10-12 10:16:40,-28.8667,153.5667,62.78,91,100,16.49
454,Udachnyy,RU,2021-10-12 10:16:41,66.4167,112.4,16.18,93,100,26.37
455,Tuy Hoa,VN,2021-10-12 10:16:41,13.0833,109.3,79.18,89,100,4.92
456,Kuching,MY,2021-10-12 10:16:42,1.55,110.3333,87.22,79,40,3.44
457,Vao,NC,2021-10-12 10:16:42,-22.6667,167.4833,71.04,84,100,14.54
458,Casper,US,2021-10-12 10:15:00,42.8666,-106.3131,29.71,90,90,7.0
459,Pringsewu,ID,2021-10-12 10:16:43,-5.3582,104.9744,81.37,73,69,8.46
460,Gavle,SE,2021-10-12 10:16:43,60.6745,17.1417,52.0,68,54,1.99
461,Gazojak,TM,2021-10-12 10:16:43,41.1875,61.4036,68.4,18,0,12.5
462,Rocha,UY,2021-10-12 10:12:26,-34.4833,-54.3333,59.97,98,100,7.05
463,Sergeyevka,KZ,2021-10-12 10:16:44,53.88,67.4158,52.97,55,78,12.39
464,Mount Gambier,AU,2021-10-12 10:15:48,-37.8333,140.7667,50.83,59,62,4.65
465,Puerto Montt,CL,2021-10-12 10:16:44,-41.4698,-72.9447,45.43,100,90,5.75
466,Los Altos,US,2021-10-12 10:16:45,37.3852,-122.1141,58.51,42,1,1.99
467,Walvis Bay,NA,2021-10-12 10:16:45,-22.9575,14.5053,67.15,68,32,12.66
468,Noumea,NC,2021-10-12 10:16:45,-22.2763,166.4572,71.58,86,100,1.77
469,Aklavik,CA,2021-10-12 10:16:46,68.2191,-135.0107,23.83,84,99,6.46
470,Jijiga,ET,2021-10-12 10:16:46,9.35,42.8,78.85,36,55,11.3
471,Tonj,SS,2021-10-12 10:16:46,7.2737,28.6822,80.62,69,100,8.63
472,Los Llanos De Aridane,ES,2021-10-12 10:16:47,28.6585,-17.9182,69.55,86,40,4.61
473,Alofi,NU,2021-10-12 10:16:47,-19.0595,-169.9187,73.29,68,7,9.22
474,Zhigansk,RU,2021-10-12 10:12:12,66.7697,123.3711,18.75,88,100,8.93
475,Bathsheba,BB,2021-10-12 10:16:48,13.2167,-59.5167,81.21,83,40,17.27
476,Beira,MZ,2021-10-12 10:16:48,-19.8436,34.8389,80.69,36,40,11.5
477,Nalut,LY,2021-10-12 10:16:48,30.3333,10.85,72.12,31,100,3.22
478,Killarney,IE,2021-10-12 10:16:49,52.05,-9.5167,51.85,100,75,2.3
479,Aykhal,RU,2021-10-12 10:16:49,66.0,111.5,14.0,93,100,22.86
480,Saquena,PE,2021-10-12 10:16:49,-4.6667,-73.5167,73.38,98,98,2.15
481,Grand-Lahou,CI,2021-10-12 10:16:50,5.1367,-5.0242,82.76,75,34,3.8
482,Yuzhnyy,RU,2021-10-12 10:16:50,53.2542,83.6936,39.58,45,0,11.18
483,Santa Lucia,ES,2021-10-12 10:16:51,27.9117,-15.5407,68.11,58,20,17.27
484,Inta,RU,2021-10-12 10:16:51,66.0317,60.1659,32.36,97,100,9.26
485,Trinidad,BO,2021-10-12 10:16:51,-14.8333,-64.9,73.38,88,40,4.61
486,Urucui,BR,2021-10-12 10:16:52,-7.2294,-44.5561,83.1,50,82,5.28
487,Shevchenkove,UA,2021-10-12 10:16:52,49.6959,37.1735,62.38,51,100,11.14
488,Bemidji,US,2021-10-12 10:16:52,47.4736,-94.8803,48.9,97,1,5.75
489,Kununurra,AU,2021-10-12 10:14:16,-15.7667,128.7333,93.18,36,56,10.36
490,Pemberton,CA,2021-10-12 10:16:53,50.3164,-122.8027,31.86,86,35,3.24
491,Norman Wells,CA,2021-10-12 10:16:53,65.282,-126.8329,24.84,93,20,5.75
492,Loksa,EE,2021-10-12 10:16:54,59.5764,25.7214,50.94,67,100,11.83
493,Half Moon Bay,US,2021-10-12 10:16:54,37.4636,-122.4286,58.82,40,1,5.01
494,Ajdabiya,LY,2021-10-12 10:16:54,30.7554,20.2263,78.33,49,0,15.23
495,Chunian,PK,2021-10-12 10:16:55,30.964,73.9803,98.02,14,0,3.51
496,Nago,JP,2021-10-12 10:16:55,26.5881,127.9761,80.67,89,100,10.89
497,Visby,SE,2021-10-12 10:16:55,57.6409,18.296,48.06,87,40,14.97
498,Hornepayne,CA,2021-10-12 10:16:56,49.2138,-84.7705,53.91,93,100,2.08
499,Sur,OM,2021-10-12 10:16:56,22.5667,59.5289,87.91,37,0,8.01
500,Dali,CN,2021-10-12 10:16:56,25.7,100.1833,68.31,76,71,2.06
501,Pathein,MM,2021-10-12 10:16:57,16.7833,94.7333,81.77,88,100,2.73
502,Sao Miguel Do Araguaia,BR,2021-10-12 10:16:57,-13.275,-50.1628,78.12,67,88,1.21
503,Lamu,KE,2021-10-12 10:16:58,-2.2717,40.902,86.22,65,91,14.52
504,Lillehammer,NO,2021-10-12 10:16:58,61.1146,10.4674,47.32,58,68,6.13
505,Vaitape,PF,2021-10-12 10:16:58,-16.5167,-151.75,80.15,79,45,19.37
506,Te Anau,NZ,2021-10-12 10:16:59,-45.4167,167.7167,37.83,99,95,4.18
507,Xingcheng,CN,2021-10-12 10:16:59,40.6167,120.7167,57.07,55,0,2.8
508,Imbituba,BR,2021-10-12 10:17:00,-28.24,-48.6703,69.69,97,99,10.96
509,Kazerun,IR,2021-10-12 10:17:00,29.6195,51.6541,89.47,14,0,6.2
510,Pafos,CY,2021-10-12 10:17:00,34.7667,32.4167,87.22,61,20,9.22
511,Mbini,GQ,2021-10-12 10:17:01,1.574,9.6134,83.68,71,94,4.45
512,Solnechnyy,RU,2021-10-12 10:17:02,50.7214,136.6319,44.08,67,91,4.99
513,Bitkine,TD,2021-10-12 10:17:02,11.9801,18.2138,96.42,15,19,6.38
514,Pimentel,PE,2021-10-12 10:17:03,-6.8367,-79.9342,63.37,90,99,12.06
515,Karasjok,NO,2021-10-12 10:17:03,69.4719,25.5112,42.91,84,100,17.43
516,Tutoia,BR,2021-10-12 10:17:04,-2.7619,-42.2744,80.2,76,56,11.65
517,Manono,CD,2021-10-12 10:17:04,-7.3,27.4167,89.56,43,80,3.76
518,Belen,TR,2021-10-12 10:17:04,36.4891,36.2233,77.14,48,0,9.22
519,Kalmunai,LK,2021-10-12 10:17:05,7.4167,81.8167,90.43,50,91,6.67
520,Baft,IR,2021-10-12 10:17:05,29.234,56.6057,73.72,6,0,15.1
521,Heihe,CN,2021-10-12 10:17:05,50.2441,127.4902,57.78,59,18,7.87
522,Mayor Pablo Lagerenza,PY,2021-10-12 10:17:06,-19.9309,-60.7718,71.37,82,94,3.11
523,Karratha,AU,2021-10-12 10:17:06,-20.7377,116.8463,81.7,36,3,13.31
524,Aripuana,BR,2021-10-12 10:17:06,-9.1667,-60.6333,73.96,83,82,2.8
525,Sao Filipe,CV,2021-10-12 10:17:07,14.8961,-24.4956,80.08,71,2,6.4
526,Uusikaupunki,FI,2021-10-12 10:16:16,60.8004,21.4084,48.72,76,65,8.5
527,Birsk,RU,2021-10-12 10:17:07,55.4211,55.5428,53.85,64,100,9.51
528,Saint Cloud,US,2021-10-12 10:14:07,45.5608,-94.1625,56.89,88,90,1.99
529,Tadine,NC,2021-10-12 10:17:08,-21.55,167.8833,72.5,77,100,6.2
530,Punta Cardon,VE,2021-10-12 10:17:08,11.6581,-70.215,82.22,78,87,16.4
531,Sisimiut,GL,2021-10-12 10:17:08,66.9395,-53.6735,33.01,71,100,6.49
532,New Ulm,US,2021-10-12 10:13:20,44.3125,-94.4605,52.3,93,1,6.91
533,Chandrapur,IN,2021-10-12 10:17:09,19.95,79.3,87.98,51,3,5.37
534,South Hill,US,2021-10-12 10:17:09,47.1412,-122.2701,42.15,95,1,0.0
535,Majene,ID,2021-10-12 10:17:09,-3.5403,118.9707,81.99,80,69,7.49
536,Caucaia,BR,2021-10-12 10:17:10,-3.7361,-38.6531,85.06,71,40,16.11
537,Yulara,AU,2021-10-12 10:17:10,-25.2406,130.9889,80.44,17,3,5.75
538,Balikpapan,ID,2021-10-12 10:13:31,-1.2675,116.8289,83.39,84,20,6.91
539,Petropavlovsk-Kamchatskiy,RU,2021-10-12 10:17:11,53.0452,158.6483,43.39,45,20,17.9
540,Ambon,ID,2021-10-12 10:17:11,-3.6954,128.1814,82.54,78,20,4.61
541,Ossora,RU,2021-10-12 10:17:11,59.2353,163.0719,33.98,75,43,4.68
542,Mandera,KE,2021-10-12 10:17:12,3.9366,41.867,89.91,37,93,16.53
543,Okhotsk,RU,2021-10-12 10:17:12,59.3833,143.3,33.21,65,0,16.42
544,Molochnoye,RU,2021-10-12 10:17:12,59.2917,39.6787,48.97,59,100,10.8
545,Sutton,GB,2021-10-12 10:17:13,51.35,-0.2,57.13,92,0,1.99
546,Portland,US,2021-10-12 10:15:48,45.5234,-122.6762,43.2,91,20,3.44
547,Coahuayana,MX,2021-10-12 10:17:13,18.7333,-103.6833,74.86,92,99,3.96
548,Jian,CN,2021-10-12 10:17:14,27.1172,114.9793,72.45,56,98,15.23
549,Mao,ES,2021-10-12 10:17:14,39.8885,4.2658,68.56,60,20,14.97
550,Sultanpur,IN,2021-10-12 10:17:14,26.2667,82.0667,90.27,42,0,3.24
551,Adrar,MR,2021-10-12 10:17:15,20.5022,-10.0711,91.9,12,70,4.56
552,Guaruja,BR,2021-10-12 10:17:15,-23.9931,-46.2564,75.16,26,79,4.05
553,Faya,SA,2021-10-12 10:17:16,18.3851,42.4509,80.71,13,32,8.9
554,Heinola,FI,2021-10-12 10:17:16,61.2056,26.0381,46.0,84,100,7.45
555,Los Chiles,CR,2021-10-12 10:17:16,11.0333,-84.7167,72.21,98,30,1.92
556,Gbarnga,LR,2021-10-12 10:17:17,6.9956,-9.4722,83.84,67,52,1.01
557,San Policarpo,PH,2021-10-12 10:17:17,12.1791,125.5072,81.41,78,100,6.2
558,Rawson,AR,2021-10-12 10:17:17,-43.3002,-65.1023,54.95,59,100,10.89
559,Jackson,US,2021-10-12 10:17:18,42.4165,-122.8345,36.05,84,1,0.0
560,Niort,FR,2021-10-12 10:13:49,46.3333,-0.3333,58.3,76,42,1.99
561,Shenzhen,CN,2021-10-12 10:13:39,22.5455,114.0683,80.15,81,100,5.01
562,Katobu,ID,2021-10-12 10:17:18,-4.9408,122.5276,79.59,84,50,2.06
563,Gazanjyk,TM,2021-10-12 10:17:18,39.2446,55.5154,71.04,12,0,18.75
564,Bonavista,CA,2021-10-12 10:17:19,48.6499,-53.1147,45.12,82,98,22.84
565,Bhuban,IN,2021-10-12 10:17:19,20.8833,85.8333,87.89,65,73,1.72
566,Osa,RU,2021-10-12 10:17:19,57.2829,55.4567,53.28,54,100,7.72
567,Belgrade,RS,2021-10-12 10:17:20,44.804,20.4651,48.38,93,75,10.36
568,Manokwari,ID,2021-10-12 10:17:20,-0.8667,134.0833,81.99,78,13,1.57
569,Buala,SB,2021-10-12 10:17:21,-8.145,159.5921,80.76,80,83,2.82
570,Chimbote,PE,2021-10-12 10:14:44,-9.0853,-78.5783,62.31,90,99,5.23
571,Leshukonskoye,RU,2021-10-12 10:17:21,64.8989,45.7622,44.08,80,99,9.28
572,Potiskum,NG,2021-10-12 10:17:22,11.7091,11.0694,93.74,17,70,0.4
573,Havoysund,NO,2021-10-12 10:17:22,70.9963,24.6622,43.68,81,100,15.21
574,Katsuura,JP,2021-10-12 10:17:22,35.1333,140.3,69.19,88,100,20.98
575,Kahului,US,2021-10-12 10:17:23,20.8947,-156.47,78.82,84,1,18.41
576,Pangnirtung,CA,2021-10-12 10:17:23,66.1451,-65.7125,36.09,71,100,3.22
577,Totness,SR,2021-10-12 10:17:23,5.8833,-56.3167,77.23,87,9,8.03
578,Hit,IQ,2021-10-12 10:17:24,33.6416,42.8251,94.35,9,71,1.36
579,Touros,BR,2021-10-12 10:17:24,-5.1989,-35.4608,83.3,66,54,14.54
580,Aksu,CN,2021-10-12 10:17:24,41.1231,80.2644,60.6,19,0,0.69
581,Halifax,CA,2021-10-12 10:17:25,44.6453,-63.5724,51.8,97,40,0.0
582,Murmashi,RU,2021-10-12 10:17:25,68.8154,32.8115,41.41,87,0,4.47
583,Ceratu,RO,2021-10-12 10:17:26,44.0667,23.6667,53.42,93,100,5.35
584,Carutapera,BR,2021-10-12 10:17:26,-1.195,-46.02,81.32,71,4,8.95
585,Carahue,CL,2021-10-12 10:17:26,-38.7,-73.1667,43.0,92,42,1.72
586,Salinopolis,BR,2021-10-12 10:17:27,-0.6136,-47.3561,81.01,74,62,12.19
587,Warrington,GB,2021-10-12 10:17:27,53.3925,-2.5802,58.91,93,75,5.01
588,Iberia,US,2021-10-12 10:17:27,29.9502,-91.7507,79.05,92,2,7.43
589,Chulman,RU,2021-10-12 10:17:28,56.8479,124.9104,24.39,84,100,3.33
590,Marovoay,MG,2021-10-12 10:17:28,-16.1,46.6333,91.54,21,0,5.61
591,Nanortalik,GL,2021-10-12 10:17:28,60.1432,-45.2371,40.03,62,62,2.77
592,Phan Thiet,VN,2021-10-12 10:17:29,10.9333,108.1,79.47,87,98,13.18
